,,tem_dur_mean,tem_dur_mean,spa_dispersion,spa_dispersion,geo_scanpath_len,geo_scanpath_len,pup_mean,pup_mean
,,mean,sem,mean,sem,mean,sem,mean,sem
category,label,,,,,,,,
manipulated,0.0,290.00450943229964,5.310864749806382,183.59657755117098,3.356976908592387,2338.7486755216787,53.70862700744163,1366.1015733017134,51.33333404993245
manipulated,1.0,351.1678231203502,9.75460089198685,154.45829749848593,3.9793354901680225,1732.314529605562,68.05614532480533,1143.194190073754,80.12508759018968
natural,0.0,291.75246940976257,5.981941435209946,168.39930482537758,3.8990905782760854,2278.0357480389002,64.83080712978199,1387.3824192476152,52.203309865145265
natural,1.0,350.7389708245128,9.53255901409753,136.90365888094487,4.158102647150873,1642.9321376787186,77.25687096929002,1141.7106649926213,80.7653732062899
social,0.0,279.2630550381924,4.994916809480139,169.17333613148662,2.957409695024227,2269.129003403804,53.04911330380514,1347.6635819220992,51.50623478763162
social,1.0,329.3831128875951,7.590567087460975,150.00887197417234,3.518451330702354,1734.502529920185,62.05658365388415,1123.0192111687666,79.31898815565141
synthetic,0.0,293.1673370773152,6.287356939308956,159.36227927528122,3.8960844530015972,2169.0699888920544,62.58978784028784,1304.0162395622601,48.08813897949969
synthetic,1.0,358.0858406500026,10.966443730545437,130.95127104147727,4.535124844610005,1574.4676892464292,83.69968170376656,1074.447105883262,76.29109220756841
